WKT,group,支社略通称線,支社コード,支社,支社略,通称線コード,通称線,begin,end,length,cnt_toboku,cnt_bassai2022,cnt_bassai2023,cnt_bassai2024,cnt_bassai2022-2024,
"LINESTRING (141.1351999 39.7025902,141.1299267 39.70785122,141.1342472 39.71161741,141.1407558 39.71047866,141.1534276 39.71220517,141.1603721 39.71527918,141.1830101 39.71752096,141.1856041 39.7234539,141.1853086 39.72613889,141.1854668 39.72703341,141.1881461 39.72987056,141.1895705 39.73779621,141.1930307 39.74013982,141.2010248 39.74045067,141.2068092 39.74693245,141.2205549 39.74535145,141.2261203 39.74233959,141.2374961 39.74277165,141.2419472 39.73998334,141.2497202 39.73862718,141.2644813 39.73945543,141.2701518 39.73669408,141.2737595 39.7395337,141.2691226 39.74317414,141.2686577 39.74574705,141.2732694 39.74764836,141.2862327 39.73871793,141.2918357 39.73942026,141.2990689 39.73542589,141.3040947 39.73892314,141.309704 39.73978669,141.3259835 39.73123653,141.333597 39.73027372,141.3378833 39.72303488,141.3353798 39.71906381,141.3349181 39.71372224,141.3431482 39.70917818,141.3464408 39.70180196,141.3464439 39.69737937,141.3376909 39.67594353,141.3390616 39.67352626,141.3456507 39.67026646,141.3481908 39.6597169,141.3472739 39.65543409,141.357975 39.64482889,141.3771356 39.64206487,141.4013853 39.64267724,141.4341717 39.63713512,141.4416944 39.63306325,141.4520333 39.63328025,141.459003 39.63007292,141.4609549 39.626873,141.4676108 39.62585912,141.4741703 39.62234308,141.4763518 39.6157098,141.483911 39.61345995,141.493876 39.61879277,141.4996298 39.61606341,141.5030094 39.6164974,141.5053751 39.6184525,141.5056783 39.62187039,141.5120187 39.623548,141.5201218 39.62822015,141.5227417 39.63204165,141.5303724 39.63137714,141.5364837 39.63396898,141.5377613 39.63969712,141.5421295 39.64038447,141.5454466 39.64394227,141.5681603 39.64493364,141.5751477 39.64809044,141.5819102 39.64876575,141.5883106 39.64661294,141.5904528 39.64262593,141.5987766 39.64008835,141.5992628 39.63657258,141.6060679 39.62826831,141.615494 39.62827101,141.6179973 39.62425444,141.6337683 39.60985122,141.636935 39.60892771,141.6444934 39.61121612,141.6476575 39.61051208,141.651717 39.60544646,141.6466333 39.60198705,141.6464477 39.59765987,141.6582975 39.59530266,141.6677737 39.58917517,141.6881225 39.60060804,141.6962174 39.60311853,141.704529 39.6002917,141.7102007 39.60080443,141.7125875 39.59702701,141.7189538 39.59519967,141.7321378 39.59998283,141.7510421 39.59411179,141.7536419 39.59701726,141.7602719 39.59726231,141.7628511 39.60377881,141.7708695 39.60552899,141.7746411 39.61089816,141.7853967 39.60660361,141.7863001 39.60717237,141.7877465 39.60959352,141.7889758 39.6166665,141.7947885 39.62094886,141.8065197 39.61831998,141.8105872 39.62005438,141.8119705 39.62336551,141.8178801 39.62610408,141.8215702 39.62601378,141.8271903 39.62296932,141.8329098 39.62325608,141.8376293 39.62578801,141.8399261 39.63363468,141.8448559 39.63590271,141.8579474 39.62905794,141.865692 39.63237624,141.8759618 39.63100619,141.8891212 39.63335209,141.9084508 39.63125082,141.9208129 39.63334441,141.931922 39.63972741,141.9434003 39.64080446,141.9456151 39.64032306,141.942276634034 39.6247731845639)",盛岡支社_山田線,盛岡山田線,211,盛岡支社,盛岡,542,山田線,100,156200,102178.1777,3,121,736,589,1446,14.15174974
"LINESTRING (141.1752312 39.88115528,141.1650074 39.88718237,141.1638165 39.89333492,141.1595753 39.89859658,141.1272715 39.90641807,141.1043377 39.90836999,141.0964181 39.92420834,141.0948878 39.94735322,141.0800152 39.95275742,141.047149 39.96827047,141.0254204 39.97607982,141.0165642 39.98707936,141.0069103 39.99304409,141.0014071 39.99419857,140.996111 39.99995677,140.9968992 40.00528468,140.9996168 40.00997636,140.9888553 40.01803691,140.9851052 40.02634397,140.9860332 40.0307276,141.0141636 40.05800716,141.0153273 40.06053321,141.0146584 40.0676811,141.022732 40.08046367,141.0258562 40.08158008,141.0362769 40.08090268,141.0434797 40.08526148,141.0480079 40.09255978,141.0496964 40.09970971,141.0459371 40.10599898,141.0170729 40.10689348,141.0087434 40.11173578,141.0009523 40.11368558,140.9883769 40.11249965,140.9851909 40.11702557,140.9793685 40.11991329,140.9689095 40.13484972,140.9562802 40.1365267,140.9388464 40.14162646,140.9305321 40.13846526,140.9258802 40.13237186,140.9212516 40.13213975,140.9173885 40.12893378,140.9108089 40.12728688,140.9039394 40.12004256,140.8958917 40.115113,140.8890092 40.11338896,140.878601 40.1171973,140.8682517 40.1163669,140.8624108 40.12041044,140.8555976 40.11934934,140.8503592 40.12130834,140.8448089 40.12021014,140.8370128 40.12403693,140.8324668 40.12346261,140.8239031 40.12553025,140.8220151 40.1276749,140.8220073 40.13120834,140.8130751 40.13832185,140.8066191 40.14034817,140.7959242 40.15311381,140.7865171 40.17444914,140.7841394 40.18505557,140.789739 40.20343722,140.7928789 40.20913402,140.7872597 40.23399387,140.7788978 40.24376285,140.7711329 40.24924968,140.7706809 40.25545708,140.7690054 40.25130104,140.743344 40.24282781,140.7410143 40.2350986,140.733332 40.22628844,140.7213372 40.22271961,140.7108094 40.22258738,140.7057168 40.22482247,140.6999334 40.23037453,140.6956145 40.23121887,140.6867703 40.22929581,140.673185 40.21508174,140.63208 40.20872841,140.6195413 40.21097932,140.5986983 40.22248232,140.5810885 40.22351252,140.5763546 40.22612295,140.5688974 40.23292963,140.5719688 40.23944909,140.5645222 40.25369103,140.5459443 40.27738367)",盛岡支社_花輪線,盛岡花輪線,211,盛岡支社,盛岡,546,花輪線,900,104700,103706.6384,2,31,913,337,1281,12.35215045
"LINESTRING (141.4381948 40.51553454,141.4699901 40.52213166,141.4834092 40.51688658,141.4939319 40.51592073,141.5062012 40.5187955,141.5179085 40.51876029,141.5291066 40.52371215,141.5427976 40.5221532,141.5456939 40.52354067,141.547599 40.52676201,141.5529696 40.52827302,141.5619483 40.53875455,141.568407 40.54069576,141.5764308 40.54076383,141.5781227 40.53849905,141.5796952 40.52632686,141.5853132 40.52184681,141.586194 40.5183644,141.6069654 40.51332148,141.6078687 40.50561987,141.6109999 40.50298152,141.6185543 40.50171214,141.6196798 40.49825536,141.6309958 40.48790112,141.6331917 40.4792019,141.6447999 40.47026288,141.6566345 40.46430216,141.6696662 40.45270856,141.6798298 40.44653143,141.7037149 40.42081865,141.7139079 40.41335061,141.7188266 40.39585156,141.7334475 40.38303393,141.7383789 40.37487485,141.7509749 40.36184082,141.7546169 40.35434514,141.7618573 40.35190093,141.7638776 40.34689722,141.7706146 40.34350799,141.7685708 40.33773301,141.7733789 40.32612112,141.7730071 40.32255199,141.7866771 40.30850312,141.790672 40.29914065,141.7865684 40.29182422,141.7809441 40.28880356,141.7798324 40.28167159,141.7710374 40.27465717,141.7700361 40.26946384,141.7637673 40.26751046,141.7605777 40.26284804,141.764696 40.25264653,141.7646247 40.24826695,141.7761773 40.24484865,141.7784517 40.24174271,141.7787293 40.2355026,141.7806155 40.23221323,141.7865038 40.22823845,141.7903321 40.21624178,141.790001 40.21174126,141.7933426 40.20502687,141.7912298 40.20207826,141.7717739 40.19581848,141.7702576 40.1934871,141.7708268 40.19080895)",盛岡支社_八戸線,盛岡八戸線,211,盛岡支社,盛岡,547,八戸線,900,64800,63806.1713,1,8,45,35,88,1.379176939
"LINESTRING (141.1166341 40.86084346,141.1227169 40.86941179,141.1353934 40.87150899,141.164583 40.88516286,141.2099355 40.93799023,141.2212891 40.95482057,141.2204826 40.96359348,141.2224966 40.96781232,141.2221749 40.97319661,141.2326045 41.0008586,141.2373328 41.010084,141.2452253 41.01521156,141.2512993 41.04728295,141.2496837 41.09228214,141.2540247 41.10255934,141.255717 41.11237019,141.2610273 41.12140378,141.2786517 41.13347732,141.2804032 41.1367695,141.278679 41.1456746,141.2822776 41.16696489,141.2821256 41.17599617,141.2804216 41.18761778,141.2765212 41.19795982,141.2620611 41.2144834,141.2542011 41.21997257,141.2437207 41.23614237,141.2307542 41.25126328,141.1866003 41.28542849,141.1823216 41.28631991,141.1625629 41.2805763)",盛岡支社_大湊線,盛岡大湊線,211,盛岡支社,盛岡,551,大湊線,700,58100,57367.50991,2,375,636,221,1232,21.47557044
"LINESTRING (140.6859751 40.82806699,140.7191957 40.82567199,140.7280424 40.82319956,140.7312053 40.82425022,140.7333567 40.82839435)",盛岡支社_奥羽本線,盛岡奥羽本線,211,盛岡支社,盛岡,571,奥羽本線,480600,485000,4416.564068,0,0,96,44,140,31.69884957
"LINESTRING (140.7258279 40.82365413,140.7311553 40.82180437)",盛岡支社_奥羽貨物線,盛岡奥羽貨物線,211,盛岡支社,盛岡,573,奥羽貨物線,0,500,494.1373087,0,0,0,0,0,0
"LINESTRING (140.7333985 40.82880755,140.7313741 40.82456684,140.7284187 40.82328296,140.712791 40.82689506,140.6864768 40.86213504,140.6781693 40.87606054,140.6743336 40.88741447,140.6711691 40.90801849,140.6659679 40.91701529,140.6620642 40.932859,140.6568648 40.94289604,140.6537593 40.98321153,140.6501761 41.00375808,140.644405 41.01447289,140.6475825 41.02011449,140.6450267 41.03609,140.6403703 41.04014497,140.6338044 41.0421511,140.6175118 41.04188799,140.6099571 41.04866561,140.5974791 41.05132971,140.5812536 41.06052822)",盛岡支社_津軽線,盛岡津軽線,211,盛岡支社,盛岡,588,津軽線,0,33100,33064.68279,0,389,275,11,675,20.41453125
"LINESTRING (140.5802663 41.06100296,140.5699926 41.06542645,140.5521756 41.06621878,140.5448691 41.07083413,140.5416621 41.07647848,140.5289695 41.07878702,140.5223589 41.08250797,140.5249022 41.09281034,140.5282577 41.09642156,140.5295982 41.11247233,140.5234437 41.11777197,140.5194541 41.12503181,140.5169724 41.14177762,140.511215 41.14961518,140.5067216 41.16630834,140.4872579 41.18212813,140.477026 41.18039942,140.4651568 41.181095,140.4610731 41.18284286,140.4589883 41.18699379,140.4545951 41.1881662,140.448681 41.18826571,140.445141 41.18589808)",盛岡支社_三厩線,盛岡三厩線,211,盛岡支社,盛岡,589,三厩線,33200,55500,22285.79433,0,0,0,0,0,0
"LINESTRING (140.7183984 39.29191858,140.7143455 39.2906927,140.7123357 39.28287827,140.7119796 39.28202464,140.7111428 39.2803486,140.7107156 39.27951573,140.7080373 39.27550839,140.7049354 39.27450045,140.6695895 39.28157217,140.6654689 39.28569487,140.6577006 39.28654578,140.6497322 39.29296001,140.6308376 39.29615635,140.6284122 39.29439973,140.628321 39.28997364,140.6248314 39.28644351,140.6223241 39.28044653,140.6154681 39.27775661,140.611974 39.27981763,140.6112805 39.2857662,140.6012129 39.2901768,140.5925237 39.2906921,140.5892273 39.30109897,140.5870852 39.30317514,140.5719394 39.30767399,140.5627935 39.30509765,140.5606006 39.30992185)",秋田支社_北上線,秋田北上線,212,秋田支社,秋田,536,北上線,41300,61000,19661.28894,0,15,599,107,721,36.67104441
"LINESTRING (140.8185948 39.67976191,140.7834998 39.68627219,140.7742529 39.69621368,140.7572702 39.70124259,140.7514654 39.70165755,140.748025 39.70101736,140.7457052 39.70132353,140.7445841 39.70131748,140.7382571 39.69928557,140.7299181 39.70221561,140.7212681 39.6998158,140.7098547 39.68961826,140.6995273 39.67575727,140.6900463 39.66662104,140.6842918 39.66359626,140.6743256 39.66155223,140.6731694 39.65376446,140.6668759 39.64991204,140.6609917 39.64233683,140.6597401 39.6371724,140.6550298 39.63314747,140.6495061 39.63215068,140.6002865 39.61174258,140.574807 39.59760412,140.5600537 39.57310562,140.5535249 39.55867651,140.5379287 39.5429889,140.5330901 39.5254262,140.5072805 39.49652281,140.4765678 39.47320147,140.4758453 39.46975213,140.4793643 39.46630443)",秋田支社_田沢湖線,秋田田沢湖線,212,秋田支社,秋田,541,田沢湖線,30800,75500,44693.30835,1,195,300,55,550,12.3060928
"LINESTRING (140.5459218 40.2773997,140.5433106 40.28030256,140.544749 40.28728644,140.5561988 40.28824256)",秋田支社_花輪線,秋田花輪線,212,秋田支社,秋田,546,花輪線,104700,106900,2215.040217,1,14,0,71,85,38.37402108
"LINESTRING (140.3626204 38.99998324,140.3711999 39.01153316,140.3763343 39.02218488,140.3820417 39.02652189,140.3860275 39.03512654,140.3915145 39.03843238,140.3934283 39.04262436,140.4022099 39.05110292,140.4079236 39.05196407,140.4192611 39.04763084,140.4225509 39.04814937,140.448075 39.06187516,140.4818012 39.09038862,140.4874451 39.16857807,140.5037185 39.19952535,140.5135028 39.20391146,140.5230025 39.21520237,140.531271 39.23010485,140.5435284 39.26121041,140.5562929 39.28039178,140.5565236 39.29206577,140.5616022 39.30304017,140.557133 39.33081218,140.4855364 39.45944855,140.4822739 39.46313593,140.4534779 39.49034275,140.4307398 39.4925075,140.4018863 39.51081612,140.3824947 39.5401702,140.3779287 39.5442898,140.35435 39.55887682,140.3216459 39.56780039,140.3210794 39.57040831,140.3234788 39.57553222,140.3205689 39.58209845,140.3277379 39.58993671,140.3242645 39.59732087,140.3273107 39.60798253,140.3234055 39.61549353,140.3098431 39.63232727,140.31246 39.64800583,140.3044486 39.6555623,140.2995797 39.66359859,140.2937897 39.66627465,140.278932 39.66607353,140.2627774 39.65586762,140.2545759 39.65255374,140.2426678 39.65535964,140.227175 39.65144827,140.1958682 39.64918614,140.1790413 39.64620727,140.1636942 39.65031167,140.1472151 39.65700547,140.1450568 39.66004981,140.1435132 39.67892506,140.1297146 39.70769013,140.1296393 39.72203008,140.1256975 39.73050668,140.1097827 39.7395315,140.0774102 39.75413642,140.0710539 39.76266609,140.0698976 39.77519586,140.046896 39.84230354,140.0600066 39.8633835,140.0746033 39.90331127,140.0799224 39.94191091,140.0749773 39.96233486,140.0762084 39.98032608,140.0750753 39.9847606,140.0810486 40.01239449,140.083533 40.03666827,140.0770817 40.08972932,140.0716693 40.09870181,140.0713885 40.09956164,140.0712226 40.10043703,140.071074 40.10130552,140.0709261 40.10217825,140.0687238 40.13019866,140.0562598 40.15643787,140.054961 40.16262138,140.0584541 40.17580655,140.0594304 40.18750197,140.0611365 40.1897816,140.0750322 40.19461904,140.09849 40.19596956,140.1111373 40.20526308,140.1234143 40.20342196,140.1255839 40.2040928,140.1285664 40.20545305,140.1295532 40.20591666,140.1351696 40.21050259,140.1371389 40.21152559,140.1382149 40.21187357,140.1510616 40.21202657,140.1819879 40.22043291,140.1933588 40.21886719,140.2058002 40.20586205,140.2128965 40.20322162,140.2294747 40.20752037,140.2411867 40.21766944,140.2452463 40.21936411,140.2593565 40.21941912,140.3057015 40.21194394,140.334093 40.22465036,140.3780221 40.23439969,140.4025661 40.25503607,140.4060985 40.2607149,140.4119955 40.26367408,140.4305899 40.26300382,140.4380836 40.26878155,140.4442502 40.27110571,140.4572411 40.27108828,140.4908721 40.27531974,140.5169826 40.28062806,140.5239859 40.28039525,140.5647459 40.29116117,140.5702166 40.30573765,140.5804552 40.32095856,140.5866372 40.3334189,140.5980373 40.34462442,140.5976973 40.35611063,140.5940145 40.36565743,140.5880577 40.37343217,140.5878737 40.37611329,140.5912802 40.37970248,140.5992942 40.38117781,140.6003114 40.38160958,140.6012363 40.38217646,140.6028124 40.38387328,140.6005072 40.38171297,140.6034518 40.38589786,140.6006032 40.38176669,140.6036936 40.38798418,140.6006984 40.38182123,140.6039377 40.39007035,140.6007916 40.38187781,140.6041841 40.39215635,140.6008839 40.38193519,140.6048688 40.39417492,140.6009745 40.38199416,140.6057894 40.39582319,140.6010635 40.3820545,140.6062271 40.39662746,140.6011516 40.38211562,140.6066653 40.39743156,140.6323206 40.4418978,140.6332954 40.46341722,140.6313288 40.46949552,140.6244855 40.47572017,140.6184006 40.485571,140.6178317 40.49375409,140.6211846 40.50139225,140.6163303 40.50738166,140.6073656 40.5116937,140.5990111 40.51924772,140.5967532 40.51973839,140.5783424 40.52256801,140.5771681 40.5227215,140.562004 40.52127555,140.5510823 40.52628889,140.5490765 40.52852565,140.5421835 40.54845851,140.4920826 40.58139956,140.4834023 40.60564313,140.5819574 40.71174963,140.5884483 40.76214555,140.5901025 40.76539362,140.6063252 40.77439679,140.6267308 40.7811821,140.6343658 40.79021184,140.6356489 40.79724143,140.6421411 40.80364689,140.6452764 40.81234029,140.6544727 40.82058968,140.6629372 40.82556734,140.6741019 40.82845764,140.6847924 40.82814945)",秋田支社_奥羽本線,秋田奥羽本線,212,秋田支社,秋田,571,奥羽本線,187100,480500,310169.1253,3,2372,955,685,4012,12.93487866
"LINESTRING (140.4801767 39.46541471,140.4535311 39.49035541,140.4308153 39.49253623,140.4019964 39.51080422,140.3824874 39.54024913,140.3726169 39.54780776,140.3543131 39.55893241,140.321596 39.56794212,140.3211791 39.57057681,140.3235704 39.57562697,140.3205986 39.58042668,140.3209101 39.58311557,140.3278521 39.59017917,140.3242953 39.59760815,140.3273378 39.60810388,140.3232091 39.61587697,140.3099526 39.63240662,140.3121727 39.64889478,140.3051286 39.65480802,140.298846 39.66426763,140.2890991 39.66676451,140.2778225 39.66587179,140.2628044 39.65592851,140.2534224 39.65242284,140.2427785 39.65544151,140.2273071 39.65150901,140.1958488 39.64928905,140.1790594 39.6462461,140.1647701 39.65000458,140.1456675 39.65839768,140.1436099 39.67903533,140.1297288 39.7077831,140.1300058 39.71753538)",秋田支社_奥羽本線幹,秋田奥羽本線幹,212,秋田支社,秋田,574,奥羽本線幹,247500,299400,51807.85094,0,0,0,0,0,0
"LINESTRING (140.0578753 39.80985427,140.0517211 39.82623487,140.0332049 39.8334633,140.0144596 39.85936248,139.9995317 39.87323947,139.9755655 39.8890576,139.9656177 39.89792618,139.9536227 39.90498387,139.9421978 39.90449188,139.9277686 39.90816797,139.9179201 39.91262283,139.8916443 39.91713749,139.8807459 39.91070112,139.8671349 39.91463419,139.864205 39.9121929,139.8645948 39.90691528,139.8544061 39.89601574,139.8489406 39.8852926)",秋田支社_男鹿線,秋田男鹿線,212,秋田支社,秋田,581,男鹿線,0,26200,26186.69885,0,106,212,89,407,15.54224159
"LINESTRING (140.0657689 40.19161923,140.0557871 40.18923611,140.0459112 40.19204984,140.0429396 40.19349047,140.04042 40.19537336,140.0370519 40.19789337,140.0362045 40.19852769,140.0353649 40.19915695,140.0333805 40.20234603,140.0332968 40.20957073,140.039035 40.22130071,140.0393907 40.23300819,140.035081 40.24329384,140.0336366 40.25496721,140.0378788 40.27635101,140.0385488 40.29164452,140.02912 40.35143122,140.0246639 40.35546092,140.0244929 40.35986526,140.0184884 40.36759224,140.0176148 40.3720129,140.0140466 40.37666423,140.0052537 40.37785815,139.9994261 40.38221937,139.9849546 40.38801183,139.9816528 40.39170564,139.9814241 40.39774691,139.9506793 40.41544759,139.9462319 40.42368845,139.9416976 40.42773245,139.9421935 40.43752513,139.9403784 40.44539133,139.9434472 40.45008382,139.9430341 40.45720758,139.9450912 40.46039198,139.9447715 40.46748892,139.9483058 40.47773788,139.9478972 40.48743452,139.9506997 40.49607608,139.9494003 40.50502846,139.9506662 40.51937006,139.9434886 40.54948153,139.93861 40.55661902,139.9322712 40.55836791,139.934654 40.56496492,139.9301307 40.57699716,139.9209205 40.58623342,139.9143931 40.58801136,139.8996073 40.58545493,139.8764339 40.58840019,139.8725843 40.590464,139.8710762 40.59727357,139.8634154 40.60624253,139.8672326 40.61179428,139.8676011 40.61601569,139.8745799 40.61930973,139.8786422 40.62362229,139.8941672 40.63144059,139.9038582 40.64343761,139.9135521 40.64127587,139.920352 40.6426067,139.9247686 40.63985153,139.9280492 40.64034289,139.9311704 40.6441238,139.9285015 40.6478741,139.9294141 40.65045519,139.9380884 40.65560366,139.9377829 40.66334233,139.9415803 40.66672137,139.9511441 40.67024494,139.9643915 40.68251936,139.9707075 40.68411465,139.9672544 40.69030868,139.9697357 40.69887295,139.9788389 40.70241791,139.9817401 40.70524255,139.9874778 40.71411074,139.9873969 40.72023821,139.9935812 40.72885198,139.994856 40.7332355,140.0001713 40.73648719,140.0021711 40.74155109,140.01985 40.75005245,140.0265783 40.75027367,140.0344592 40.76009025,140.0528146 40.76760186,140.0609481 40.76756732,140.0749003 40.75961277,140.0872047 40.75661564,140.0889491 40.750036,140.102675 40.74147788,140.1188193 40.73920664,140.1360547 40.74510369,140.1615876 40.76110709,140.1696552 40.76884277,140.1850152 40.77339265,140.1905992 40.77776704,140.1987012 40.77813211,140.2124177 40.76910148,140.2269103 40.78075895,140.2395808 40.78720475,140.2727784 40.78127917,140.2972153 40.78733152,140.3262094 40.78288936,140.3520947 40.780933,140.3758529 40.79423565,140.3837342 40.80092705,140.3989719 40.80591289,140.4153085 40.80815101,140.441257 40.8167905,140.4469353 40.81576174,140.4489421 40.81361634,140.4468888 40.80477696,140.4475009 40.79847369,140.4412436 40.79109623,140.4343151 40.77487134,140.4357176 40.75965604,140.4336171 40.74804787,140.4430783 40.7211666,140.4758452 40.67946532,140.4961228 40.65743936,140.51071 40.6444354,140.5176191 40.6438746,140.5208227 40.64634179)",秋田支社_五能線,秋田五能線,212,秋田支社,秋田,585,五能線,0,147100,146916.0518,1,2100,3964,643,6707,45.65192106
"LINESTRING (139.864967 38.95058717,139.8693836 38.95692363,139.8972979 38.98329437,139.9093528 39.03554536,139.9080665 39.04068781,139.8903772 39.06198339,139.8856083 39.06699596,139.8785916 39.06985065,139.8734812 39.07790669,139.8735856 39.08593828,139.8783887 39.09074269,139.8811223 39.10299773,139.8799982 39.10545525,139.8753729 39.10802612,139.8719569 39.11362677,139.887463 39.12997412,139.887753 39.13258302,139.8841143 39.14114674,139.8844402 39.1447069,139.8870888 39.14868449,139.8953122 39.15348458,139.8986032 39.15717997,139.9084484 39.17616838,139.9102568 39.18756882,139.9083878 39.19628801,139.9026256 39.20501416,139.9013389 39.21582509,139.9070827 39.22948119,139.9171601 39.24260134,139.9203374 39.2557884,139.932919 39.26642272,139.9386229 39.27524067,139.9543989 39.28714403,139.9685821 39.29098586,139.9746221 39.29641181,139.9770226 39.30332685,139.9862332 39.31577031,139.9866862 39.32023621,139.9913843 39.32943334,140.0004146 39.33316699,140.0132682 39.34585576,140.0304051 39.35123936,140.0392504 39.35695717,140.0485439 39.36839365,140.0603233 39.39189526,140.0760804 39.41292013,140.0805038 39.43682619,140.0998603 39.44671492,140.103537 39.45121441,140.1036523 39.45563304,140.0964781 39.47372371,140.0896824 39.47708212,140.0842164 39.48043448,140.0710348 39.48783568,140.070089 39.48837382,140.069182 39.48893689,140.0487051 39.50339025,140.0473788 39.5067419,140.0571802 39.55376936,140.0572562 39.56272984,140.0601722 39.57127713,140.0610094 39.59278162,140.0651108 39.61140873,140.064732 39.62129608,140.0666822 39.62644004,140.0660689 39.64704519,140.0870957 39.66321361,140.0869877 39.67486787,140.0901091 39.68064841,140.1240179 39.70114661,140.1291909 39.70920434,140.1295115 39.71547589)",秋田支社_羽越本線,秋田羽越本線,212,秋田支社,秋田,611,羽越本線,170800,271600,100776.5866,2,649,807,293,1749,17.35522168
"LINESTRING (138.8061207 36.93928664,138.7996763 36.94960621)",新潟支社_上越線支線,新潟上越線支線,300,新潟支社,新潟,496,上越線支線,400,1700,1293.663593,0,0,0,0,0,0
"LINESTRING (138.918532842343 36.8277601344049,138.857037 36.87315078,138.8454307 36.88412905,138.8225436 36.92017063,138.802321 36.9439281,138.7922584 36.95896462,138.7885212 36.9684881,138.7881215 36.97838736,138.7925641 36.99041279,138.8586145 37.08888193,138.8679285 37.09908999,138.9126835 37.13937962,138.9207676 37.15302693,138.9239017 37.18254563,138.9201577 37.19845238,138.845191 37.31494274,138.8397516 37.32754937,138.8389492 37.33732263,138.85069 37.43865721,138.8846284 37.52551751,138.9261384 37.62275784,138.9718519 37.71397511,138.9754021 37.72632969,138.9909425 37.8108945,139.015874 37.872728,139.0209824 37.88074494,139.0387453 37.90058232,139.0487582 37.90788856,139.0613768 37.91192419)",新潟支社_上越新幹線,新潟上越新幹線,300,新潟支社,新潟,105,上越新幹線,0,269500,133839.305,0,53,21,0,74,0.552901855
"LINESTRING (138.9598352 36.83250947,138.9537883 36.83631206,138.8666219 36.87156119,138.8594195 36.87706454,138.8522758 36.87939367,138.8490242 36.88587524,138.8372132 36.88541555,138.8313938 36.88760978,138.8289602 36.89329245,138.8325305 36.89875956,138.8357236 36.90118937,138.8443718 36.90238116,138.8475482 36.90478929,138.8484532 36.91395131,138.851183 36.91967827,138.8523663 36.92752436,138.8477894 36.93004114,138.8399832 36.92425851,138.8258569 36.92562404,138.8226157 36.92926757,138.8080374 36.9375716,138.8023254 36.94415608,138.8019008 36.94939536,138.799826 36.95263614,138.799383 36.95714726,138.8025328 36.96292211,138.802989 36.96914805,138.8009441 36.97316777,138.800423 36.98118628,138.8037387 36.98561724,138.8065605 37.00155032,138.8244811 37.02675958,138.8310882 37.02992375,138.8429374 37.03943967,138.8541281 37.04387896,138.8666862 37.05311677,138.8754356 37.06670708,138.8918096 37.08384908,138.8943652 37.09257259,138.8988933 37.09974829,138.9010245 37.10848871,138.9203471 37.14189061,138.9239793 37.17700509,138.9335417 37.19037013,138.9512872 37.2088701,138.9567981 37.22811234,138.9503502 37.23634141,138.9297118 37.23815075,138.9068738 37.24809398,138.8890526 37.26033374,138.870769 37.26718596,138.8620995 37.27282241,138.8555421 37.27423742,138.8508947 37.27940491,138.8429688 37.28276406,138.834342 37.29292787,138.8235344 37.2945759,138.818168 37.29909511,138.8132672 37.31004954,138.8131021 37.31366317,138.8160704 37.31944652,138.8291073 37.33554901,138.8283084 37.3444043,138.8349308 37.35673992,138.8344759 37.41433875,138.8393375 37.4216459)",新潟支社_上越線,新潟上越線,300,新潟支社,新潟,495,上越線,141500,237400,90934.55193,2,65,494,35,594,6.532170527
"LINESTRING (139.2482502 37.3189698,139.1834995 37.30685325,139.1760647 37.30875315,139.1647153 37.30819931,139.1560511 37.31006692,139.1489889 37.31444312,139.1442323 37.32233312,139.1388046 37.32304963,139.1325475 37.32671815,139.1303817 37.33179635,139.125918 37.33587029,139.1246468 37.34102691,139.1107408 37.34380842,139.0972307 37.33809412,139.0928075 37.33856728,139.0869649 37.34268739,139.0780822 37.34285108,139.0674912 37.3530171,139.0641438 37.36145662,139.0568124 37.36320518,139.0531427 37.35875171,139.0507024 37.35289814,139.0516479 37.34867057,139.0467689 37.33953882,139.0347393 37.33562333,139.0268354 37.32586383,139.0170182 37.31991842,139.0143611 37.31129787,139.0103973 37.30695482,138.9956173 37.30056521,138.9868892 37.28192006,138.9815992 37.27513249,138.9811044 37.26174538,138.9759996 37.25699854,138.9724217 37.24950825,138.9666572 37.24409531,138.9527449 37.23694533,138.9538416 37.23353954)",新潟支社_只見線,新潟只見線,300,新潟支社,新潟,511,只見線,95700,135200,39473.81118,0,8,21,19,48,1.215996089
